100
35
102948/42307 -843/97 355976/84005 194702/57651 14993/16835 -3488/985 -666234/98639 -147497/34822 18830/15881 -300497/30913 316495/35832 -599402/66485 131294/18417 13089/3041 -537373/70525 -8036/807 -536647/60894 95327/36399 -66450/33431 -8496/33455 -8352/1867 177436/68303 -31123/21679 -401241/51853 39017/4426 -947/104 -39743/44465 -337075/34764 4629/1654 -34319/12771 -2948/357 -192803/20766 -274711/49744 13145/35681 879431/88069 66425/16486 501785/63143 -559957/65426 -79187/30910 -3543/968 -222793/33677 35896/12583 88258/25359 81679/99865 -95317/25543 -326159/82713 -165565/64926 28247/3018 24333/2515 -5303/2331 -80455/17347 918431/94505 16399/4767 731161/76155 287377/40696 -46833/24643 180683/91705 -5842/56075 931289/99435 77718/39739 610/27139 23632/2787 40614/15467 103903/16759 -14770/41611 -82826/9661 -85003/53753 54965/8322 345404/62019 204955/33789 39037/15739 -71698/8067 9889/67383 -562494/61825 -5806/8905 40114/58345 37105/7834 45078/9623 113932/94545 223255/42252 -83018/59701 116939/11823 201995/29754 143549/24131 197/33 394722/67085 16471/8304 -670227/77873 169837/34390 2461/9661 13084/10389 -133769/37394 4045/811 -723/800 -32655/4121 -815211/93008 -152741/51536 177211/45723 5594/3001 -281311/28324
4951/3175 2183/875 -1519/19255 18235/2621 61596/70997 -16970/2347 375513/92819 96514/46749 -239581/28122 681857/80829 859/436 182286/20177 733/7675 -42038/5585 892520/98547 -142984/38219 -213418/80933 -53681/17446 -214223/57998 -554281/97934 -181553/44997 -210820/26847 -64928/14251 2021/563 82672/19489 -16286/9803 19840/3527 69937/62091 -96501/44581 1493/1288 -108917/15152 -16975/6408 604/25103 1530/3971 -11158/48303
68449/13117 488928/99431 -60887/8267 -62319/28973 -283924/35023 -214785/65099 1326/1919 7481/24451 312766/96367 222492/33893 94720/69389 -44041/7811 471863/89016 -204207/43091 43646/8391 12359/6816 -32169/11608 -316892/75015 -2353/3999 -1711/194 28841/17828 -38909/57025 -619361/91689 136617/22432 -576261/79405 -39325/29038 331323/41474 38561/13033 81935/13506 12972/9371 596169/94196 582491/58692 -90317/12863 -56318/9491 -58222/6157 215918/34937 51583/45338 60934/11375 110210/18021 123901/18747 5729/3526 -84685/40263 -58781/22404 -303569/45620 -226264/43471 58135/14554 82301/27928 72194/69533 -327401/67523 263158/32377 -271837/82705 -124993/27212 202/823 45438/9763 -129948/24925 -728698/81757 231863/39039 8137/1445 -224185/39552 41735/18014 60923/15543 8598/6965 247528/29503 -2065/1784 116731/13055 -142775/20543 202135/45008 273742/28887 -48243/5089 105145/21166 -234997/47020 161121/46892 -36063/7475 -394252/54087 124192/51833 195283/71795 28113/18916 -551774/83475 372453/37964 800806/93727 311628/75931 621875/88341 238645/39316 -132031/52073 1489/68205 451467/72377 476670/77779 91300/9441 333198/41695 151159/23668 199591/23792 288903/66899 100726/32677 41611/9483 -504055/60098 5555/23257 -619235/97281 95497/11665 -367993/67971 97500/68893 =
208563/33145 22667/3044 6584/6773 -110984/46307 -69961/17386 -791975/87746 -156799/19750 80544/52009 -279997/37772 187089/18839 361189/40439 195427/25324 -12071/2776 -40765/7798 -114333/31591 -1400/933 -248524/36907 1282/9673 -178511/29009 -32939/11694 72069/11687 379106/48871 63469/40144 -66233/14859 126705/22694 -27448/23159 -220928/67051 5141/13680 -19287/63961 -34592/5079 98679/32825 -11301/6421 -34818/41899 -59153/81043 282775/34746 712962/97225 -38566/8495 -678896/85297 -50521/6257 76403/10894 -34285/27421 -21035/11199 129529/34243 67336/8817 -19505/2314 -80386/28371 289598/34175 486194/83937 -378178/96653 371321/53217 263841/60320 59043/24758 -291249/32773 61863/11174 505629/82165 7053/2831 177195/82402 96794/16253 -177412/30245 115964/20187 -158455/18629 221744/58161 -265296/70397 506411/66940 -39445/11461 491333/51598 -255170/43917 147875/37108 -193726/58865 72274/30719 -240625/27277 -19003/6857 -36516/31301 -266159/31290 -162670/18649 -60715/7428 -7799/14393 159847/59890 27174/4367 2540/537 -310545/53014 426217/73668 -450508/64315 172512/88477 411853/52274 -257006/30305 -52569/18965 -356479/47457 80958/54221 335635/40497 586146/91241 -90769/49850 670798/71701 272948/99851 -248998/39659 -54257/14268 56959/32350 -269103/33101 60059/8618 -65380/10923 =
162963/26789 -48578/18099 -33039/25331 238402/27781 -22306/9295 -1422/14101 324834/53719 -323603/52280 -90703/21126 -568705/74083 10751/2893 -4331/1700 -460671/65803 -373032/38959 -42373/63386 43315/13349 -321201/49607 -17552/16075 321313/42353 -46265/7552 6899/17661 54221/16422 204361/47028 -440337/60682 22943/12611 -3893/650 -386474/40797 -69341/7077 4049/661 -59007/8479 16660/6297 592037/60042 2451/5791 -29371/3797 141727/30003 -48087/13235 319291/65598 27062/33749 -27066/7405 47389/12793 560548/73083 1609/186 305385/94199 -70963/25234 -720230/95569 -333877/97922 -22525/5128 186801/28327 -380215/51538 504221/55472 60680/17339 -224611/50319 -331324/46883 -111449/13395 5524/2621 59925/17818 -68937/13960 -34827/3866 -517512/63047 -128268/13723 -61118/84137 114507/17489 -2850/8479 269537/65443 207636/44051 46517/33303 -9313/3353 -418562/90467 -173899/18846 -177973/20962 -681266/98333 -70554/19177 -804893/84305 640018/99381 48023/9833 -22815/3697 8477/54508 -266525/26771 -30708/18431 -678407/95718 556839/57628 104926/60429 -218815/39073 -347387/66770 -35141/10430 97426/30035 822935/85021 -177278/77917 -342787/45687 -184420/23069 464285/46938 174685/19483 206040/31063 410183/69182 -690455/82398 -58500/38777 -44377/4644 64523/8509 350443/49448 188619/54820 =
-38387/7879 33659/5095 40539/29543 83305/11274 -364591/98744 4700/1909 231492/58189 18228/4693 -220855/48106 -72055/12726 -182416/88927 -43439/7825 13799/1504 3145/1194 288115/45494 147369/56893 -338177/78364 6484/847 -250750/36511 -228443/31318 295241/30665 2413/13573 27280/70963 180749/86442 -19925/31218 -123152/23073 -77647/11913 -578/3473 -15298/4937 359087/64025 -166457/90281 4241/566 -699/85 -34337/3997 813311/84311 448463/88835 116301/35620 541617/79777 -221933/30209 -168828/50239 346207/40522 165487/69561 254704/27221 122887/14231 141613/22895 -87447/10621 -5536/88423 -46314/24691 546083/87798 -14582/61929 -97987/14010 52810/29947 -79779/14597 -533547/60929 41811/5371 -265217/33812 280864/30049 12884/20739 -143999/19327 29733/24658 -143566/25251 111307/36657 381047/45466 3415/886 184299/34810 156249/27890 17943/8545 163481/46703 108263/14195 173763/47014 263153/95725 316316/57531 42179/7224 58771/25252 -248389/29881 9861/17414 -16567/13138 -127367/41829 103248/16117 -229304/95515 504525/60176 -303684/71045 359/44236 -67626/30911 -31109/14912 68711/7532 339421/64375 36100/91943 -146870/14921 -206743/75916 -64217/33620 128542/32467 32338/8469 1317/18542 -481945/51337 18583/6396 539282/60003 485283/52807 -22314/53633 -4001/2728 <
42489/67571 103290/28673 -197777/38071 184904/45485 -113470/31499 -157684/45101 -5903/3151 371409/83807 865773/93017 -149263/45193 -101805/11203 267532/44975 -542135/87322 6389/30287 91261/38533 -47522/7363 58381/7295 422621/99384 158290/33013 373/3109 -266259/96580 185348/20113 75683/22844 -95271/21259 -30251/3424 -11481/7573 -94122/14327 -272611/95932 -67375/91858 11597/6636 50283/5099 87475/18928 64850/28869 -186345/25508 -153181/62988 -25417/3293 48713/6777 80479/71646 6721/38523 -495823/82020 902160/98851 80257/11872 5391/75487 42573/56719 643136/89699 -27483/12002 -606071/97260 230597/77328 412540/49679 -88331/51264 2469/1067 54034/19927 -11516/1423 8392/3797 -99588/15547 146861/20210 2919/358 -95497/10827 290467/34246 -183695/74477 779771/94149 374159/67938 341/2338 -4152/1115 88390/17613 151625/48082 -257949/47621 698148/87443 -133796/46617 -26515/25913 414179/44372 669718/84143 -66137/42745 33785/18474 282862/86629 266360/32029 -54301/19099 1963/2357 228654/49669 180041/36406 -334593/78488 -26180/6751 40228/20595 28303/59243 -23453/4782 -245359/42492 -11588/2563 34426/19693 98062/10455 -13093/7159 -37341/4433 -27580/3113 -521822/52827 12884/3393 -804329/82196 111199/32477 -6227/3574 -136986/47663 343964/86703 -2583/3100 >
246445/55104 -53653/23170 591443/82457 -218583/34154 459293/67805 148831/40661 -65895/8957 -298172/56193 -48123/14483 556206/90541 235101/42100 88864/11759 -321625/36619 -70234/70689 661887/66398 343182/40283 -160350/48881 -121091/26055 129127/81870 -15726/92113 -356872/99717 748427/93076 -24422/8301 22901/7581 32185/12419 370974/56659 -76618/11825 223202/42963 -16315/23386 -744459/77902 422108/61855 2644/813 319924/38851 24043/27627 -199727/61825 -5869/937 205775/24103 394555/90632 302222/61855 -338636/63867 787263/90100 313540/46831 17322/1799 56977/5706 202213/41355 855285/85553 -101669/17371 -246199/93002 4787/8269 -17867/9492 -67543/42635 115827/14438 17773/2328 -28567/13691 431409/82232 78772/34705 -257665/64773 -30423/9112 45494/5363 -289252/74803 47675/90823 -3006/4883 7435/1468 178900/25957 -13569/1480 423249/45269 55697/6023 -110566/15569 62497/9096 205695/23621 -39693/4163 -95386/30981 -5431/28244 78805/90621 4211/7120 -381399/60812 -11529/8114 -179925/22297 47807/20598 -564077/73229 -347/61 571987/78369 60788/17741 38772/7325 -89360/60451 -143413/15164 135671/18279 -204460/38633 -11600/14209 -331564/52421 -139111/15902 -92/77 -60801/9617 -190916/33237 26874/7261 135079/60325 -328/2411 -27592/43893 64349/45347 -157559/55980 =
397805/59684 -21546/4939 -150964/71751 671288/76287 39975/22808 53773/12061 -66449/7926 -4827/617 -5129/9228 147431/25979 685133/82171 -3083/502 585511/81953 5923/2058 37744/4775 -1037/628 -118413/71728 25985/10483 -10433/2044 13398/45841 -72130/7349 -21567/4324 64777/40964 27703/3018 -382/8329 468938/79313 -10670/2399 228192/45335 -30609/30517 -162333/17045 -40468/11639 -49316/16903 -46971/12911 -304307/69709 -174211/80920 13154/10257 -684914/72759 -2705/354 -127218/41957 -27245/30261 -448099/61620 89241/99910 405406/76219 -498549/74408 -2007/250 -248441/53777 364/167 -11015/4748 170711/28372 -285982/35179 -185884/65483 -51428/9455 134585/15916 -115404/44627 44876/55425 -15819/3613 7396/1983 -31043/10998 -370504/53903 -256265/38158 194491/87281 192978/55187 -457216/89425 37193/22186 8131/2779 58080/31681 59088/21137 -8152/1137 -89034/9145 -115592/13401 -207617/22377 119120/34351 49183/34646 61106/14621 24731/6396 200597/35722 -798890/80721 -307807/70468 109768/67067 882331/99628 -484135/49851 216559/45188 -93872/37493 1618/3789 -69106/43257 119203/31253 -1877/4070 -554278/77907 -7405/877 277113/42610 -5976/2915 49549/30431 436661/75568 15804/7415 -100063/15143 2272/3287 215443/46874 188068/55077 -204761/27872 706925/97368 <
-66352/7687 -11757/1456 -4281/1579 -142883/20359 4874/1065 -68139/32074 -521087/66086 3829/21857 133846/16997 -36066/89849 -163798/16833 201808/51221 -19577/7775 95893/10972 -201256/29303 -33939/22687 134977/17231 -46883/6359 82281/14773 680332/70771 180411/31546 -637/88 15638/10027 116153/73591 87139/13999 -98167/36392 -411839/48917 -36875/50837 -371071/65039 224862/29129 23398/4709 672343/95791 429300/49573 444107/55000 57420/43591 -264697/34934 -9389/55101 -47159/11055 244613/33244 646540/82453 243210/88559 -44376/9995 16586/4983 17630/36489 -446915/55967 -412938/56477 711401/87910 125141/23644 -168663/28640 -69977/8316 28029/13768 -166328/81093 844178/91519 22741/16800 168508/32977 714/9043 153952/57423 349375/60519 -242291/30057 56527/5988 433/30402 -29636/45479 18014/17349 -262697/34148 89932/79043 4055/778 23670/4889 -41912/21087 -2247/1667 39916/47145 381175/43781 -19830/10967 18231/3170 6692/12489 168404/44763 -51133/9570 -166929/98398 33931/14715 -226657/53899 -136915/14072 -183041/44060 -48661/7473 -81011/12359 -229829/44570 246637/80097 11422/37025 208153/26047 -397678/40161 -26903/5285 -77491/10343 16362/3595 -153687/21376 -466405/66163 239584/27811 -826931/96786 65658/14447 -66583/9694 97329/17470 213418/24671 192113/63143 >
-440355/82603 71781/17947 -15083/16507 -242246/34681 -63788/12735 -384644/97713 -332851/59976 -16453/27250 76387/9727 -72679/7971 -144007/16279 -477024/92455 357097/43780 -536/237 412207/56198 34517/12485 163431/73072 650521/93770 157320/39097 459295/95589 -1810/6247 5197/4058 -8807/4030 106951/14380 125306/42241 -462709/98153 117397/25758 -190991/42900 9027/11024 8093/8364 292844/45179 254239/28923 -164562/40043 171645/65069 278119/30687 198125/90273 217600/27583 -347/370 -69682/8139 -41697/45146 -345591/42221 -668933/76379 780222/93509 479839/94808 -92321/32693 -221372/24655 262331/30032 8205/7297 -682551/72848 156859/49566 156357/94706 65610/10459 -26132/7385 -91840/17679 899253/91486 -11482/18197 -270/53 -2122/347 150257/17196 -57402/25763 179831/19498 219852/26659 579502/63981 104319/13924 173781/45647 -79150/13621 89447/28269 -4929/784 33827/5104 673202/71423 -364217/53633 -120470/37483 79675/8968 -37059/55192 131605/66683 -38303/14515 277988/92173 -6934/11315 -1513/3005 6067/18290 14841/3527 265062/26897 64072/29179 -75617/37158 -92713/23187 139102/25775 -164944/17569 411139/59890 25632/16567 -194507/24304 -27309/3794 -68917/42252 -296831/82602 141382/26457 342861/96934 -24571/5197 149114/18131 -300657/56909 -52718/62619 44950/84913 =
-88016/11375 60323/8395 384577/53321 -277403/31837 232939/39770 -591649/85057 -19887/6337 -200086/43061 24079/11675 644765/80781 -1637/4035 -402623/88463 -60865/19428 254725/82234 -208963/84317 6818/8773 -104119/10610 58322/11489 41747/12054 519111/61013 59458/18243 -95315/23449 38552/87477 11940/3289 120954/23257 383923/52278 65150/11597 691929/96395 -17878/2665 -115677/23098 151898/25565 393135/64009 -116202/17387 171634/55649 -542273/95162 -238203/30725 77993/18404 307784/95595 74686/70879 130689/13880 -525784/71465 -77207/19622 49918/5349 -181595/91249 615727/65871 252477/30032 -167649/74117 -568/16249 5417/45916 -233069/39423 -21701/3259 168048/42097 5627/1681 -15126/2813 -286973/57214 38475/27289 139429/55727 155524/43285 29698/9781 -170407/18335 -56546/25383 -495621/54466 37937/21697 327579/36326 -7319/1576 114079/21589 -258289/56033 -528569/62310 -12701/2066 -2647/57700 -171846/18991 -5840/813 -85364/68959 3084/22217 -323401/40906 -12305/5637 111901/18830 21839/28639 259985/35261 120723/17738 -125621/21321 -24539/8513 -56263/13251 -327923/44468 78150/66397 -137661/25997 190397/50796 -584665/89491 -3517/1900 -130376/43335 -565639/80378 629756/98841 91583/9855 -5456/2393 -93263/13204 240925/65927 374493/88486 222833/30343 -20258/45805 81503/39422 >
